================================================================================
DADOS REAIS — FinancialControlDB (SQL Server, site4now) — Junho e Julho de 2026
Fonte: sqlcmd -S SQL5053.site4now.net,1433 -d DB_A453C8_FinancialControl
Extraído em: 2026-07-29T09:52:57Z
================================================================================

--- CONTAGENS ---
[Transaction]+TransactionItem em jun/jul 2026: 0 linhas (tabela legada; MAX(Date)=2025-12-01 — sem dados de 2026, app real migrou para o Postgres do mecontrola antes desse período)
Bill+BillItem em jun/jul 2026: 10 linhas
Invoice+InvoiceItem em jun/jul 2026: 136 linhas

--- Bill + BillItem (jun/jul 2026) ---
2026-06-01 00:00:00.0000000|1724.39|1035.00|690.00|Condominio [Casa]|660.07
XP Visa|2026-06-16 00:00:00.0000000|Gemini|12.5|1|Serviços
XP Visa|2026-06-18 00:00:00.0000000|YouTube [PasquaDev]|23.99|1|Streamings
XP Visa|2026-06-18 00:00:00.0000000|Wellhub|36.7|1|Academia
XP Visa|2026-06-21 00:00:00.0000000|Bom Demais [Mistura]|289.67|1|Supermercado
XP Visa|2026-06-21 00:00:00.0000000|Varejão Paraná|157.28|1|Supermercado
XP Visa|2026-06-21 00:00:00.0000000|Armazém Paraná|32.88|1|Hortifruti
XP Visa|2026-06-22 00:00:00.0000000|Nasoar [Farmárcia]|113.18|1|Saúde
XP Visa|2026-06-23 00:00:00.0000000|Mercadinho Porto|45.37|1|Supermercado
XP Visa|2026-06-27 00:00:00.0000000|Água de Coco|11|1|Feira [Alimentação]
XP Visa|2026-06-27 00:00:00.0000000|Pastel Do Guri|17|1|Feira [Alimentação]
XP Visa|2026-06-27 00:00:00.0000000|Mercado Bom Demais|73.37|1|Supermercado
XP Visa|2026-06-27 00:00:00.0000000|Pastel Do Guri|13|1|Feira [Alimentação]
XP Visa|2026-06-27 00:00:00.0000000|Mercadinho Porto|62.36|1|Supermercado
XP Visa|2026-06-27 00:00:00.0000000|Abastecimento [Tracker]|224.19|1|Abastecimento
XP Visa|2026-06-27 00:00:00.0000000|Outros|27.95|1|Outros
XP Visa|2026-06-27 00:00:00.0000000|Padaria Do Aurora|8.5|1|Restaurante
XP Visa|2026-06-27 00:00:00.0000000|Mercadinho Porto|26.98|1|Supermercado
XP Visa|2026-06-27 00:00:00.0000000|Pizzaria Bonna Notte|124|1|Restaurante
XP Visa|2026-06-27 00:00:00.0000000|Lavagem [Tracker]|60|1|Lavagem Automotiva
XP Visa|2026-06-27 00:00:00.0000000|Github|55|1|Serviços
XP Visa|2026-06-28 00:00:00.0000000|Casa de Carnes|181.55|1|Supermercado
XP Visa|2026-06-28 00:00:00.0000000|Churros|14|1|Feira [Alimentação]
XP Visa|2026-06-28 00:00:00.0000000|Churrasquinho|50|1|Feira [Alimentação]
XP Visa|2026-06-28 00:00:00.0000000|iFood [Nasoar]|179.37|1|Saúde
XP Visa|2026-06-28 00:00:00.0000000|Doces|70.1|1|Supermercado
XP Visa|2026-06-28 00:00:00.0000000|Minibola Copa Do Mundo Da Fifa 26|95.99|1|Lazer
XP Visa|2026-06-28 00:00:00.0000000|Energético|34|1|Bebidas
XP Visa|2026-06-28 00:00:00.0000000|Doces|36|1|Feira [Alimentação]
XP Visa|2026-06-28 00:00:00.0000000|Mercadinho Porto|23.97|1|Supermercado
XP Visa|2026-06-28 00:00:00.0000000|Tylenol Sisu|24.79|1|Saúde
XP Visa|2026-06-28 00:00:00.0000000|Motel|209|1|Outros
XP Visa|2026-06-29 00:00:00.0000000|Armazém Paraná|60.32|1|Hortifruti
XP Visa|2026-06-30 00:00:00.0000000|Sabão Lavar Louças|124.58|1|Casa
XP Visa|2026-06-30 00:00:00.0000000|Vitaminas|127.7|1|Suplementos
XP Visa|2026-07-01 00:00:00.0000000|Netflix|44.9|1|Streamings
XP Visa|2026-07-01 00:00:00.0000000|Mercadinho [Energético]|29.47|1|Supermercado
XP Visa|2026-07-01 00:00:00.0000000|Armazém Paraná|60.32|1|Hortifruti
XP Visa|2026-07-01 00:00:00.0000000|Corte de cabelo|77|1|Serviços
XP Visa|2026-07-01 00:00:00.0000000|Microsoft Azure|76.45|1|Serviços
XP Visa|2026-07-01 00:00:00.0000000|Oficial Farma|194.7|1|Suplementos
XP Visa|2026-07-01 00:00:00.0000000|Pizzaria Bonna Notte|131|1|Prazeres
XP Visa|2026-07-01 00:00:00.0000000|Bolo [Festa Junina JJ]|26|1|Lazer
XP Visa|2026-07-01 00:00:00.0000000|Academia [JJ + Stefany]|254.83|1|Academia
XP Visa|2026-07-01 00:00:00.0000000|Mala de Viagem|198.39|1|Viagem
XP Visa|2026-07-02 00:00:00.0000000|Oral-B Refil|70|1|Saúde
XP Visa|2026-07-02 00:00:00.0000000|Lavagem [Tracker]|60|1|Lavagem Automotiva
XP Visa|2026-07-02 00:00:00.0000000|Mordedor Helena|25.8|1|Bebê
XP Visa|2026-07-03 00:00:00.0000000|Espetinho|50|1|Feira [Alimentação]
XP Visa|2026-07-03 00:00:00.0000000|Sorvete|7|1|Feira [Alimentação]
XP Visa|2026-07-03 00:00:00.0000000|Algodão Doce + Pipoca|25|1|Feira [Alimentação]
XP Visa|2026-07-03 00:00:00.0000000|Pamonha|30|1|Feira [Alimentação]
XP Visa|2026-07-03 00:00:00.0000000|Sem Parar|168.99|1|Transporte
XP Visa|2026-07-03 00:00:00.0000000|Livros|60|1|Educação
XP Visa|2026-07-03 00:00:00.0000000|Drogaria São Luis|63.6|1|Saúde
XP Visa|2026-07-03 00:00:00.0000000|Doces|34|1|Feira [Alimentação]
XP Visa|2026-07-03 00:00:00.0000000|Lojas Americanas|54.43|1|Supérfluo
XP Visa|2026-07-04 00:00:00.0000000|Agua de coco|35|1|Feira [Alimentação]
XP Visa|2026-07-04 00:00:00.0000000|Pastel Do Guri|26|1|Feira [Alimentação]
XP Visa|2026-07-05 00:00:00.0000000|Estacionamento|30|1|Transporte
XP Visa|2026-07-07 00:00:00.0000000|Carlinhos [Corte do Tony]|57|1|Serviços
XP Visa|2026-07-07 00:00:00.0000000|Figurinhas da Copa|70|1|Lazer
XP Visa|2026-07-07 00:00:00.0000000|Mercadinho [Almoço]|59.59|1|Supermercado
XP Visa|2026-07-07 00:00:00.0000000|Mercadinho|27.95|1|Supermercado
XP Visa|2026-07-08 00:00:00.0000000|São Vicente|82.02|1|Supermercado
XP Visa|2026-07-08 00:00:00.0000000|Figurinhas|77.99|1|Outros
XP Visa|2026-07-08 00:00:00.0000000|Suplementos|52.55|1|Suplementos
XP Visa|2026-07-09 00:00:00.0000000|Compras do mês|551.68|1|Supermercado
XP Visa|2026-07-09 00:00:00.0000000|Microsoft Azure|70.55|1|Serviços
XP Visa|2026-07-10 00:00:00.0000000|Chopp|30|1|Feira [Alimentação]
XP Visa|2026-07-10 00:00:00.0000000|Churros|14|1|Feira [Alimentação]
XP Visa|2026-07-10 00:00:00.0000000|Hb Solutions [Chaveiro]|15|1|Outros
XP Visa|2026-07-10 00:00:00.0000000|Suplementos [Pré Treino]|89.9|1|Suplementos
XP Visa|2026-07-10 00:00:00.0000000|Doces|31|1|Feira [Alimentação]
XP Visa|2026-07-10 00:00:00.0000000|Ração do Peixe|19.9|1|Supermercado
XP Visa|2026-07-11 00:00:00.0000000|Pão|36.47|1|Supermercado
XP Visa|2026-07-11 00:00:00.0000000|Abastecimento [Tracker]|237.11|1|Abastecimento
XP Visa|2026-07-11 00:00:00.0000000|Armarinhos Fernandes|94.19|1|Bebê
XP Visa|2026-07-11 00:00:00.0000000|Pharma Nutry|32.5|1|Suplementos
XP Visa|2026-07-11 00:00:00.0000000|Madero|144|1|Restaurante
XP Visa|2026-07-11 00:00:00.0000000|McDonald's|38|1|Restaurante
XP Visa|2026-07-12 00:00:00.0000000|Doces|36|1|Feira [Alimentação]
XP Visa|2026-07-12 00:00:00.0000000|Energético|36.79|1|Supérfluo
XP Visa|2026-07-12 00:00:00.0000000|Maquininha|8|1|Outros
XP Visa|2026-07-13 00:00:00.0000000|Estacionamento|45|1|Transporte
XP Visa|2026-07-13 00:00:00.0000000|Doces Santa Rita|23.2|1|Outros
XP Visa|2026-07-13 00:00:00.0000000|Cookies|18|1|Supérfluo
XP Visa|2026-07-13 00:00:00.0000000|Almoço|64|1|Restaurante
XP Visa|2026-07-13 00:00:00.0000000|Doces|13.9|1|Supermercado
XP Visa|2026-07-13 00:00:00.0000000|Doces|5.9|1|Restaurante
XP Visa|2026-07-14 00:00:00.0000000|Compras do mês|340.64|1|Supermercado
XP Visa|2026-07-14 00:00:00.0000000|Apple|5.9|1|Serviços
XP Visa|2026-07-16 00:00:00.0000000|Google|12.5|1|Serviços
XP Visa|2026-07-16 00:00:00.0000000|Almoço|39.89|1|Restaurante
XP Visa|2026-07-17 00:00:00.0000000|Lacake|15|1|Feira [Alimentação]
XP Visa|2026-07-17 00:00:00.0000000|Abastecimento [Tracker]|127.21|1|Abastecimento
XP Visa|2026-07-17 00:00:00.0000000|Github|27.01|1|Serviços
XP Visa|2026-07-18 00:00:00.0000000|Anthropic|110|1|Serviços
XP Visa|2026-07-18 00:00:00.0000000|Nasoar|111.05|1|Saúde
XP Visa|2026-07-27 00:00:00.0000000|Github|69.65|1|Serviços
XP Visa|2026-07-27 00:00:00.0000000|Kimi [Moonshot AI]|100.54|1|Serviços
XP Visa|2026-07-27 00:00:00.0000000|Porto Mercadinho|47|1|Supermercado
XP Visa|2026-07-27 00:00:00.0000000|Bom demais [Proteínas]|194.23|1|Supermercado
XP Visa|2026-07-27 00:00:00.0000000|Leve Mais|79.88|1|Supermercado
XP Visa|2026-07-27 00:00:00.0000000|Whey|229.9|1|Suplementos
XP Visa|2026-07-27 00:00:00.0000000|Varejão Paraná|121.66|1|Supermercado
XP Visa|2026-07-27 00:00:00.0000000|Whey [Tony]|338.92|1|Suplementos
XP Visa|2026-07-27 00:00:00.0000000|Chatgpt|99.9|1|Serviços
XP Visa|2026-07-27 00:00:00.0000000|Armazém Paraná|47.71|1|Hortifruti
XP Visa|2026-07-28 00:00:00.0000000|Nasoar|178.08|1|Saúde
XP Visa|2026-07-28 00:00:00.0000000|Energético|42.49|1|Supermercado (Supérfluo)
XP Visa|2026-07-28 00:00:00.0000000|Moonshot AI|207.66|1|Serviços
